customer_id,age,income,plan,monthly_spend,sessions_per_week,churn_risk,satisfaction_score,referrals,region
2.0,29.0,22015.0,free,-32.83437620219587,5.0,medium,7.440604110296707,2,EU
137.0,26.0,88262.0,pro,49.336545757980346,10.0,low,4.382364058263831,3,APAC
242.0,26.0,48795.0,enterprise,16.842398306576275,6.0,low,4.607800064618392,1,US-West
392.0,36.0,84796.0,enterprise,7.5273486829714855,5.0,low,5.8046690261938885,1,US-West
189.0,34.0,80840.0,basic,44.545897798345685,6.0,low,9.39458823512628,1,US-West
320.0,31.0,48734.0,pro,75.33459782831686,10.0,medium,7.4892835453842785,4,US-West
109.0,31.0,56736.0,basic,77.29801922229832,8.0,medium,9.613579449828563,3,EU
141.0,37.0,91950.0,basic,580.4215477254811,9.0,low,7.664989800445667,2,US-East
485.0,49.0,29104.0,free,154.35301295587382,11.0,low,5.876312103847158,0,US-West
305.0,44.0,77521.0,free,264.70458773995534,10.0,low,7.106418227854597,0,US-West
289.0,29.0,46240.0,free,-6.148217622069495,6.0,high,7.209409177998369,2,US-East
343.0,36.0,56203.0,pro,-1.7138849336466038,5.0,low,7.703789014142135,1,US-East
138.0,36.0,69676.0,basic,14.524188488332982,11.0,medium,3.877419017194548,1,US-West
55.0,37.0,57148.0,pro,16.85691910348579,11.0,high,8.470824206106208,0,APAC
318.0,30.0,42598.0,basic,54.539971764220205,7.0,high,7.056135307729617,2,US-East
276.0,29.0,42093.0,free,41.455547107374365,6.0,low,7.5835417608089335,0,EU
288.0,32.0,44276.0,enterprise,161.20231589621403,7.0,low,7.208455075898877,1,US-West
295.0,28.0,60125.0,basic,62.488866250365035,3.0,low,9.753255777743641,1,EU
160.0,39.0,65101.0,basic,59.87139707027878,6.0,low,6.987429849279998,0,US-East
329.0,33.0,29958.0,pro,0.48273691832075016,3.0,high,4.880490944851298,1,APAC
142.0,36.0,31015.0,free,-5.836469387111173,6.0,low,10.759105176282112,3,US-East
234.0,28.0,83536.0,pro,179.0984071468841,8.0,low,7.461725114808423,3,APAC
83.0,33.0,44759.0,free,30.877296882508354,10.0,low,7.366474533668843,2,US-East
335.0,27.0,37255.0,free,-24.18729597137985,7.0,high,3.6312008848871096,1,US-East
267.0,32.0,66839.0,pro,161.2391975693159,2.0,low,6.764358859252197,0,US-East
206.0,32.0,103899.0,free,14.43434257824288,12.0,low,5.364228469557637,0,APAC
182.0,25.0,52742.0,basic,15.593074325531799,8.0,low,8.520863801595745,0,EU
251.0,29.0,82111.0,free,216.05782592891444,9.0,medium,5.854804772429322,2,US-East
316.0,37.0,103195.0,basic,94.49706185046077,5.0,high,4.773760340011279,0,APAC
441.0,27.0,61015.0,free,172.0723628125569,5.0,low,6.498266086064314,1,LATAM
173.0,33.0,54490.0,basic,36.00504133827476,6.0,low,,1,LATAM
353.0,38.0,86228.0,free,279.45484174490616,13.0,medium,7.9280626655152275,2,US-East
257.0,51.0,36693.0,basic,82.61631188633967,7.0,low,8.2065377356642,2,EU
275.0,31.0,27934.0,pro,39.3733945017278,9.0,low,9.227153010370337,0,US-East
193.0,37.0,52825.0,basic,106.14603293529723,7.0,low,7.6885777503583235,0,US-West
209.0,34.0,122725.0,pro,-9.09772082262138,7.0,low,9.275827472536628,2,LATAM
378.0,36.0,72670.0,free,40.24429286673091,11.0,high,8.220920019734159,0,EU
372.0,21.0,43556.0,basic,-4.696267008468151,8.0,high,10.23670116593612,1,EU
257.0,34.0,70487.0,free,66.2118910656586,0.0,high,8.178647837383584,1,LATAM
267.0,45.0,45028.0,pro,-6.870238310341371,7.0,medium,3.534958064078868,0,US-East
251.0,34.0,53837.0,pro,90.85769640067332,9.0,low,4.724974786507175,2,EU
172.0,43.0,38420.0,basic,-4.177314644618387,4.0,low,6.709194901534456,1,US-East
147.0,28.0,56533.0,basic,-3.1523015598147595,0.0,medium,7.068278450512588,1,US-West
220.0,33.0,31843.0,free,3.0034427901724925,3.0,low,7.349925386053097,0,APAC
414.0,33.0,47205.0,basic,274.9554468270583,6.0,low,,2,US-East
122.0,56.0,56758.0,enterprise,46.67258615821283,7.0,low,8.121248109952692,0,US-West
227.0,33.0,51838.0,basic,23.251331434575135,3.0,low,11.12462025536021,0,APAC
242.0,40.0,56463.0,free,30.64731786212796,5.0,low,4.759790693503993,1,US-East
128.0,27.0,65628.0,basic,77.67622851773775,6.0,medium,6.120591196117056,1,LATAM
203.0,30.0,75618.0,free,-12.517164076766136,2.0,medium,,1,EU
120.0,45.0,31961.0,basic,-2.234676447686766,10.0,low,11.12462025536021,0,US-East
239.0,37.0,38493.0,basic,-11.488786504996451,4.0,medium,5.524241129021371,1,EU
285.0,31.0,47920.0,enterprise,126.1373020550098,8.0,low,7.013624096928211,2,US-West
101.0,59.0,29852.0,basic,10.634814898765793,7.0,high,,0,US-East
107.0,29.0,70003.0,pro,157.69206689481584,5.0,medium,7.540928997188683,3,LATAM
46.0,30.0,43389.0,free,33.97560632989012,7.0,medium,10.489071545035456,1,LATAM
78.0,26.0,32461.0,basic,30.51045309974011,1.0,low,5.135828379582116,0,APAC
233.0,48.0,39770.0,basic,681.9993253881827,1.0,medium,10.672122557776335,1,APAC
146.0,36.0,45577.0,basic,109.57552262850719,6.0,medium,8.050438685149377,3,LATAM
360.0,39.0,54739.0,basic,95.11622988259649,3.0,high,10.061919011507744,0,US-East
345.0,52.0,34254.0,pro,18.661046574554007,8.0,medium,5.862400726436963,2,US-East
53.0,37.0,68670.0,free,22.739244530015892,10.0,low,6.154027590455943,1,LATAM
334.0,38.0,41882.0,free,24.42861630039716,9.0,medium,7.53830509527814,1,EU
255.0,41.0,50001.0,free,-17.105883020444715,4.0,low,10.336859999738438,2,US-West
297.0,40.0,81449.0,basic,103.87984482691566,6.0,low,4.308342592872313,1,US-East
301.0,34.0,82952.0,free,47.70523510460065,5.0,low,7.889192143660781,2,US-East
406.0,26.0,125550.0,pro,560.6354098874613,8.0,medium,7.554349111680622,2,EU
351.0,33.0,70075.0,free,-3.44309223344894,4.0,low,8.25740204271821,1,US-East
428.0,33.0,46032.0,enterprise,-20.199094244135942,9.0,medium,7.894837710529977,1,US-West
4.0,28.0,54984.0,enterprise,49.96396510742897,4.0,medium,10.046786842343542,1,US-East
240.0,30.0,103047.0,pro,-12.84892711642317,1.0,high,4.159910940991654,1,EU
240.0,36.0,58754.0,pro,111.66898284133835,8.0,medium,4.214765572035015,1,US-West
172.0,53.0,70095.0,free,33.80170050066577,8.0,low,6.902868750742877,2,US-East
145.0,45.0,56930.0,free,-28.6604777166269,10.0,medium,4.885425185878617,0,US-East
207.0,31.0,49225.0,free,-22.761167746804247,11.0,medium,7.707664416145434,1,EU
238.0,40.0,35510.0,basic,104.8068282406648,6.0,medium,11.162017806853392,0,US-East
35.0,24.0,61689.0,basic,27.29233704130361,5.0,medium,6.487314375495684,2,EU
230.0,40.0,41455.0,basic,32.4107148803501,4.0,low,9.621546966653733,1,LATAM
54.0,44.0,28902.0,free,60.279420846145065,4.0,low,10.319380917562441,0,US-West
215.0,39.0,77368.0,pro,26.914688405698428,7.0,medium,8.10751155771475,1,EU
374.0,33.0,41552.0,pro,-9.229024128077818,2.0,medium,7.398026212770564,1,US-East
232.0,28.0,33247.0,free,36.20600262084669,7.0,low,8.02431513703795,1,US-West
427.0,36.0,48506.0,basic,117.35748512799287,7.0,medium,10.264882083143384,0,US-West
241.0,37.0,67258.0,basic,10.666818245164443,7.0,medium,5.508489045930737,0,US-West
361.0,31.0,47811.0,free,15.341200509077272,7.0,low,5.6297212826646135,1,US-East
142.0,35.0,103028.0,free,769.1623117676276,6.0,medium,7.979403170957418,0,EU
478.0,40.0,32471.0,pro,46.79112444741474,6.0,medium,6.599191978051589,1,LATAM
432.0,33.0,72943.0,basic,36.83446240505322,12.0,low,5.234233173170075,1,US-West
455.0,42.0,53536.0,free,32.70693738705691,5.0,low,4.38922624758878,1,US-East
191.0,36.0,34848.0,basic,152.39799223532674,3.0,low,7.559017510985763,1,US-West
427.0,41.0,41797.0,pro,4.071829176237468,7.0,low,5.017665561614862,0,EU
489.0,33.0,38705.0,free,-4.573306837660898,3.0,medium,4.020349461413939,0,US-West
406.0,38.0,29196.0,enterprise,80.97494278501898,3.0,high,,1,US-East
186.0,37.0,38626.0,free,101.05028618604902,7.0,low,5.556142326620966,2,APAC
167.0,40.0,28262.0,free,1.4660046380225857,8.0,low,2.419380917562442,0,EU
367.0,45.0,52067.0,free,-19.723035265488036,8.0,low,5.714436986945895,2,APAC
246.0,31.0,72074.0,basic,85.06093131417317,1.0,medium,10.977094895766422,1,LATAM
272.0,35.0,60653.0,free,28.87009990480267,9.0,medium,,0,EU
427.0,37.0,49578.0,enterprise,0.43016259312935645,11.0,medium,9.36795846095042,1,US-East
82.0,28.0,55571.0,free,-9.021722734848836,5.0,medium,4.560202180808382,1,EU
410.0,41.0,58856.0,free,204.75546114330402,8.0,low,10.319380917562441,0,US-East
131.0,41.0,65778.0,basic,105.192333598388,6.0,low,8.249538286703208,1,APAC
358.0,35.0,39980.0,free,52.61161019227339,4.0,low,7.512254524741428,1,US-East
285.0,39.0,81901.0,basic,29.901022681727795,4.0,low,10.28729077463591,0,US-West
384.0,33.0,43357.0,basic,4.7462588166617685,3.0,high,8.30975044171242,0,EU
490.0,32.0,86873.0,free,134.77799998225822,6.0,high,4.7699246866336615,2,LATAM
94.0,33.0,68466.0,basic,203.46129114403055,3.0,medium,10.145105144347996,2,APAC
358.0,32.0,93126.0,pro,-7.7050042462247035,3.0,high,5.563011812222836,1,US-East
213.0,29.0,35360.0,basic,25.386799860077634,4.0,high,6.673736723863541,1,LATAM
217.0,32.0,57881.0,free,54.84031524395545,4.0,high,8.566517545152742,0,US-West
292.0,28.0,49212.0,basic,34.86434530336234,3.0,low,5.93668265836941,3,US-East
322.0,38.0,47326.0,free,-39.44109577926375,5.0,low,8.177248203521318,3,LATAM
331.0,31.0,45852.0,enterprise,71.68156621746692,10.0,medium,8.00497464610977,2,APAC
328.0,28.0,104383.0,free,-4.575705992339163,2.0,medium,8.129091366297233,1,EU
476.0,32.0,55674.0,enterprise,43.68761152690135,7.0,low,5.810970400229538,1,EU
409.0,33.0,78765.0,basic,209.07930564646244,6.0,high,6.852955772215903,0,US-West
308.0,36.0,62992.0,enterprise,37.3164819370546,3.0,medium,6.41994220617295,1,US-East
154.0,37.0,51284.0,pro,-15.854606621194781,6.0,medium,8.530784727116298,0,EU
334.0,36.0,55862.0,free,116.01918625300831,10.0,medium,4.822278739515173,2,US-West
99.0,34.0,60285.0,free,59.52506687961526,5.0,medium,4.923507454965513,1,APAC
199.0,36.0,39200.0,pro,738.8478038136565,7.0,high,7.625270253069056,2,US-West
93.0,37.0,52924.0,basic,-0.5266393743217197,8.0,low,5.579636418031333,0,EU
177.0,43.0,46959.0,pro,200.85199194910015,6.0,low,8.647037116285908,0,LATAM
184.0,36.0,41873.0,basic,15.54736346166435,5.0,low,5.763013913252924,0,US-East
369.0,34.0,103038.0,free,-25.608483128646327,8.0,low,8.247570723050048,2,US-West
284.0,42.0,83883.0,pro,64.87141799312641,9.0,low,8.729309032892816,2,APAC
64.0,29.0,73148.0,free,-12.965642769937453,4.0,high,5.692196197936127,0,APAC
266.0,29.0,60702.0,pro,42.622861706846614,6.0,low,7.005619710410658,2,US-East
193.0,34.0,72649.0,basic,21.45020598236771,4.0,low,7.531684830249382,3,EU
69.0,29.0,49052.0,basic,-7.098726069833798,5.0,low,8.240831169573845,3,EU
272.0,45.0,41480.0,free,-27.876042952097297,9.0,medium,8.219485689497999,1,APAC
267.0,31.0,51868.0,free,14.824526769473966,2.0,low,9.423229391629777,1,EU
357.0,37.0,37281.0,basic,41.50615581058013,10.0,high,5.170197622715024,2,EU
280.0,37.0,46312.0,basic,13.98203874402617,7.0,low,6.227419934099387,2,EU
313.0,27.0,77104.0,free,-39.267355629328414,9.0,medium,6.470454338536092,2,US-West
257.0,45.0,41376.0,free,-10.636537821449611,9.0,low,,2,US-West
148.0,31.0,28081.0,enterprise,-5.196946440640797,6.0,medium,7.83717797093796,2,APAC
85.0,35.0,32384.0,free,10.377982824753015,1.0,medium,5.82680064577268,1,US-East
217.0,50.0,45549.0,basic,-7.445515212366907,3.0,high,7.53285377030476,0,US-West
168.0,30.0,53856.0,basic,105.908514745758,-1.0,low,7.041263067392027,1,US-West
247.0,35.0,48789.0,basic,278.2240627488565,7.0,low,7.059011048271911,1,US-East
100.0,34.0,70653.0,free,34.23516569116564,5.0,medium,10.531560623484,1,US-West
333.0,26.0,60557.0,basic,535.5081012270359,2.0,high,6.965682336760247,1,US-West
79.0,,48286.0,basic,8.492386566140148,3.0,low,9.330773206789974,0,US-East
5.0,36.0,55057.0,free,293.5489012933487,4.0,medium,6.820969268734501,1,US-East
131.0,37.0,63145.0,free,179.0670176001868,9.0,low,10.10342058525249,0,US-East
450.0,35.0,47548.0,free,-42.09176325195973,5.0,high,3.5892593013852188,2,EU
288.0,35.0,52733.0,enterprise,-14.036781944133942,10.0,low,7.374580362547267,0,US-East
362.0,51.0,73683.0,basic,17.828569330763383,7.0,low,10.557745338324846,0,US-East
274.0,38.0,52466.0,pro,37.8744622521284,5.0,low,8.013718552898345,1,EU
336.0,29.0,73533.0,basic,-6.799748035772783,5.0,medium,9.297832523826324,2,LATAM
176.0,45.0,62244.0,basic,69.59765538429075,5.0,low,5.258186790144739,4,US-East
413.0,30.0,63555.0,free,67.06330478926576,8.0,medium,7.336135720848505,1,APAC
143.0,35.0,26526.0,pro,60.760574003844695,6.0,low,7.221801129424906,1,US-West
207.0,27.0,130793.0,basic,125.66334723400531,6.0,low,7.543867800811812,1,APAC
208.0,29.0,89489.0,pro,121.25975761794486,3.0,medium,9.900327235486332,1,US-West
277.0,39.0,99542.0,basic,24.22904452131729,3.0,medium,5.026021408593928,0,EU
319.0,34.0,54666.0,free,75.36649290138506,5.0,low,8.78160997103647,3,US-West
298.0,35.0,21880.0,free,112.0473847567075,2.0,low,10.300378557711221,1,EU
84.0,34.0,105746.0,basic,19.601243701742135,6.0,low,10.160099617388434,2,US-West
134.0,28.0,66267.0,basic,15.885111270502719,8.0,low,5.722853676420957,1,EU
6.0,32.0,73921.0,enterprise,100.06581022837526,3.0,high,7.811155662564891,1,EU
505.0,32.0,80145.0,free,-3.735055438387157,1.0,medium,8.78915755212149,1,US-East
217.0,34.0,53695.0,basic,-3.2437545086037787,6.0,medium,9.160019787628844,0,APAC
-3.0,32.0,65271.0,enterprise,17.516376855058805,8.0,low,5.952264195582192,1,US-West
314.0,27.0,55521.0,basic,68.14806528986442,6.0,medium,9.163526971423739,3,US-West
253.0,27.0,97537.0,pro,146.05995746052167,6.0,high,5.420469574604676,1,EU
414.0,20.0,25860.0,free,31.523622269222003,7.0,medium,8.37163861614655,2,APAC
399.0,39.0,67565.0,free,-23.389419165237378,6.0,medium,9.049223323742787,3,US-East
285.0,41.0,46972.0,free,35.627557060985275,8.0,low,6.426095962835088,0,US-West
234.0,32.0,77185.0,basic,-2.8397897106693986,6.0,low,9.629440699241448,2,US-West
114.0,31.0,156523.0,basic,123.95215866811155,6.0,low,8.352303131375121,1,US-East
296.0,31.0,26991.0,pro,-14.569112997289158,5.0,medium,6.940002128999158,1,APAC
355.0,39.0,70002.0,pro,-11.573664674512191,9.0,medium,7.112440000926769,1,US-West
207.0,37.0,42417.0,free,75.71169705341511,5.0,low,10.494163071990817,1,US-East
434.0,39.0,31225.0,pro,6.478196703429209,4.0,high,7.3612241768225655,1,EU
113.0,27.0,37235.0,free,47.81079525441341,4.0,medium,10.356778469055623,0,US-East
0.0,32.0,75290.0,pro,151.73667517932438,8.0,medium,6.99321436788936,2,EU
142.0,35.0,72358.0,enterprise,437.2651889812072,3.0,low,8.383210600700417,1,US-West
204.0,41.0,32574.0,basic,6.449529037447579,9.0,low,8.417517818125665,1,EU
287.0,42.0,25902.0,basic,66.66507054269174,7.0,low,7.449602662018901,1,US-East
327.0,41.0,37040.0,free,34.63556096960158,5.0,low,8.282890873450526,0,EU
365.0,37.0,40986.0,basic,6.195065065314889,3.0,low,8.048234959576018,3,US-East
111.0,30.0,41325.0,pro,26.488025938236078,8.0,medium,4.161429163910519,1,LATAM
65.0,37.0,35560.0,free,6.970050990553251,3.0,medium,6.140490994618592,1,APAC
386.0,33.0,41311.0,basic,37.85611353580999,3.0,low,5.709590700411789,1,US-East
363.0,35.0,52579.0,basic,45.540180810009076,3.0,low,10.265560042277741,0,US-East
193.0,35.0,69513.0,pro,102.19791649479002,3.0,low,5.516686490686157,1,LATAM
405.0,42.0,64378.0,free,-34.41585156299154,8.0,medium,9.249471322411667,2,US-East
270.0,27.0,68675.0,pro,74.20361622409746,7.0,high,,2,US-West
9.0,48.0,44838.0,free,63.87212351615766,7.0,low,4.739940450854325,1,EU
220.0,33.0,55467.0,basic,26.988880273586464,6.0,low,7.755842663315505,3,US-East
184.0,37.0,42787.0,free,46.64214609682211,5.0,low,2.5866379684159964,0,EU
165.0,33.0,38125.0,enterprise,117.25360088874234,12.0,medium,10.618018679818638,2,EU
310.0,45.0,31533.0,free,-2.9964746131393376,4.0,medium,5.4749224786124255,2,APAC
373.0,28.0,120283.0,basic,144.44466311078793,2.0,high,5.551299447044217,1,EU
300.0,41.0,50593.0,free,-18.146855148285677,0.0,high,1.7554313321443735,0,APAC
335.0,46.0,39635.0,pro,39.50279872235906,7.0,low,6.776846528487154,3,US-West
217.0,43.0,69035.0,free,8.454668596893814,3.0,low,5.659200115831373,1,EU
310.0,34.0,64044.0,enterprise,132.34155214435216,5.0,low,4.142859027097425,3,LATAM
305.0,30.0,68421.0,enterprise,319.55265235124926,13.0,low,11.122130168833944,0,APAC
507.0,30.0,57391.0,basic,4.921438161421161,7.0,low,8.166752453605163,0,LATAM
357.0,38.0,34338.0,free,23.757416719062554,5.0,medium,10.531560623484,1,US-West
444.0,25.0,60956.0,enterprise,-10.825371177108154,5.0,low,10.119747955779806,1,US-East
357.0,28.0,25902.0,basic,51.31018996896433,6.0,low,7.006528569897695,1,APAC
408.0,27.0,46312.0,basic,0.8747442967671368,7.0,medium,9.238244071602438,0,EU
255.0,27.0,141161.0,basic,81.17613797592352,8.0,low,10.085395102428928,2,LATAM
281.0,28.0,42063.0,free,1.0128246712406757,6.0,medium,8.047374858816951,2,US-West
401.0,40.0,91499.0,free,62.13317936522443,6.0,low,8.69931267576287,2,EU
15.0,41.0,88159.0,basic,57.721643458792784,5.0,low,7.530530817131387,1,US-West
188.0,47.0,41439.0,free,138.4530613023241,10.0,low,2.436859999738438,2,US-East
357.0,35.0,68738.0,basic,55.12786778683951,5.0,high,5.65121622363708,0,US-East
-13.0,37.0,71543.0,enterprise,17.758933191381043,9.0,low,9.627744485799205,0,US-East
252.0,41.0,27707.0,basic,-6.288408498823549,13.0,low,8.308130526274024,0,US-West
247.0,44.0,32327.0,basic,72.18277750849681,3.0,low,7.0713019967170965,1,APAC
238.0,26.0,34353.0,pro,-19.0455394814306,5.0,medium,7.983898148374066,3,LATAM
223.0,42.0,26769.0,pro,69.26885445116397,9.0,medium,9.395474959489771,0,US-East
532.0,44.0,143493.0,basic,34.708340239474175,8.0,medium,10.624532081386137,1,APAC
113.0,31.0,45386.0,free,2.293740387066844,6.0,medium,,0,US-East
390.0,30.0,68981.0,free,-9.864464233003133,7.0,low,9.656616273580589,0,US-West
186.0,35.0,47246.0,basic,4.3803269637535465,5.0,low,7.294538300721705,2,US-West
189.0,30.0,70446.0,free,69.49636216243886,8.0,low,5.761432357402063,0,EU
283.0,37.0,125085.0,free,213.0514516359495,10.0,medium,6.078115033807711,2,US-East
232.0,40.0,35906.0,basic,182.40996136058283,9.0,low,6.5885295349267725,1,US-West
280.0,30.0,203680.0,free,322.3956128654044,3.0,low,5.839143303484056,1,US-West
350.0,30.0,52336.0,basic,42.690685756101466,-2.0,medium,6.60449228708835,1,US-West
464.0,27.0,61893.0,free,35.22216525972228,7.0,low,9.195773217010796,0,APAC
390.0,36.0,49822.0,basic,65.21843198065272,5.0,low,8.999977760775781,0,US-West
278.0,34.0,95953.0,basic,23.33210933542997,6.0,low,6.88192732490711,1,US-East
202.0,32.0,76497.0,free,10.746903979773489,8.0,high,5.07446991443847,1,US-East
342.0,46.0,84357.0,basic,33.74177801365781,5.0,low,10.555042429272275,1,EU
66.0,33.0,59891.0,basic,45.69375072644935,6.0,medium,4.243305548132657,0,US-East
465.0,30.0,74703.0,enterprise,-6.861791471297323,4.0,low,7.175870391414117,1,US-East
363.0,36.0,89104.0,pro,56.56356108383671,6.0,low,7.516378025292285,2,US-East
321.0,40.0,105243.0,free,67.15969743411327,7.0,low,4.308907173763497,0,US-West
250.0,33.0,37164.0,pro,19.258658494429195,3.0,low,7.706755587671806,4,US-East
167.0,26.0,51605.0,basic,33.508154191342754,10.0,low,8.768359325794654,2,EU
509.0,35.0,48229.0,pro,19.499698055520163,3.0,low,4.039566458490707,1,APAC
83.0,34.0,29520.0,pro,22.54924896930153,2.0,medium,8.58390206424568,1,US-East
261.0,30.0,37861.0,free,68.74191000460013,6.0,low,8.839906976929333,2,US-West
427.0,38.0,79715.0,free,76.14085470015013,9.0,low,2.594163071990817,1,US-East
154.0,28.0,38597.0,enterprise,52.19762589393035,3.0,low,9.449559287118335,1,US-West
54.0,36.0,32256.0,pro,39.32462925300241,8.0,low,4.598000013153265,0,US-East
390.0,32.0,95808.0,free,-9.13971127931098,3.0,high,4.1685143315990185,1,US-East
288.0,27.0,71568.0,free,294.5010716421216,10.0,medium,9.201855416426783,1,EU
392.0,23.0,48800.0,basic,35.71787583150052,8.0,low,,0,LATAM
453.0,24.0,65174.0,free,-37.744474276975374,4.0,high,5.2299355590131515,2,EU
45.0,40.0,44072.0,free,3.2516629431635558,2.0,medium,10.333598637530699,0,LATAM
388.0,31.0,76384.0,enterprise,98.77568284875241,7.0,low,8.162645154832754,1,LATAM
173.0,29.0,49686.0,basic,147.40988254063677,2.0,low,7.369285174046864,1,US-West
314.0,40.0,77200.0,basic,-13.375906906298972,6.0,medium,6.468104891302122,1,EU
227.0,28.0,52191.0,basic,117.60888280861143,3.0,low,8.498068639810041,1,APAC
79.0,36.0,42659.0,free,-2.119494902439495,3.0,low,7.732097646093795,1,US-West
65.0,29.0,75487.0,basic,88.38353637200184,2.0,low,3.908387782293684,1,US-West
152.0,34.0,107779.0,enterprise,-16.709471038439357,6.0,low,5.163491722586388,1,LATAM
194.0,32.0,72056.0,enterprise,212.03627568427436,4.0,low,6.752149948432924,1,US-East
253.0,22.0,42155.0,basic,184.75827287464776,10.0,low,9.318516374917454,3,US-West
340.0,32.0,54305.0,pro,-2.0508971327321763,7.0,low,5.091040835735642,1,LATAM
182.0,29.0,62787.0,basic,40.617970086727496,7.0,low,10.1175832383215,2,US-East
159.0,35.0,51437.0,enterprise,-13.634985473301814,8.0,low,10.351520972283542,3,US-East
154.0,28.0,50843.0,pro,10.334271725968733,8.0,low,4.493382256858881,1,US-West
313.0,44.0,43587.0,pro,-5.656758045328754,5.0,medium,,0,US-East
249.0,25.0,76056.0,free,-29.47177218844045,7.0,medium,8.423891488111515,3,EU
130.0,37.0,48204.0,free,-40.09983897377948,7.0,medium,4.877444647927946,3,EU
394.0,26.0,112719.0,basic,185.17334711582404,7.0,medium,8.668002807281589,0,APAC
91.0,34.0,65483.0,enterprise,-6.33389685763964,4.0,medium,,0,LATAM
241.0,59.0,38974.0,enterprise,-19.167623700491937,7.0,medium,6.94586633960087,3,US-East
483.0,35.0,49206.0,basic,150.38262244376602,7.0,medium,7.557853829619704,2,EU
291.0,28.0,45110.0,free,53.53082902097737,13.0,high,5.927449606778124,2,APAC
357.0,37.0,23741.0,free,-2.5778369895110664,9.0,low,3.6891871512044334,2,EU
60.0,39.0,66812.0,basic,164.57416988132863,8.0,medium,7.395325784738783,0,US-East
430.0,44.0,64460.0,free,-2.610030472216426,4.0,medium,5.596623985001884,0,EU
218.0,31.0,68131.0,free,51.94953771442011,4.0,low,4.418736271840711,0,US-East
394.0,37.0,59755.0,pro,174.71585895281578,5.0,low,2.51205482776751,2,LATAM
252.0,38.0,48428.0,free,217.0613322911209,11.0,medium,5.123076975928019,2,LATAM
253.0,38.0,60245.0,free,146.8642315166967,2.0,low,,1,EU
